Title,City,Name,Category
Senior LMS Administrator,Cairo,Expleo,Human Resources
Senior LMS Administrator,Cairo,Expleo,IT/Software Development
Backend Developer Internship,Cairo,WUZZUF,IT/Software Development
Backend Developer Internship,Cairo,WUZZUF,Engineering - Telecom/Technology
Odoo Functional Consultant,Cairo,Nerva,IT/Software Development
Security Engineer (6th of October),Giza,El-Sewedy Electrometer,Installation/Maintenance/Repair
Security Engineer (6th of October),Giza,El-Sewedy Electrometer,IT/Software Development
Security Engineer (6th of October),Giza,El-Sewedy Electrometer,Engineering - Telecom/Technology
Account Manager-Alexandria,Alexandria,Arabic Localizer,Customer Service/Support
Account Manager-Alexandria,Alexandria,Arabic Localizer,Marketing/PR/Advertising
Account Manager-Alexandria,Alexandria,Arabic Localizer,Sales/Retail
System Administrator,Giza,Nour Eldin Elsherif for ...,IT/Software Development
System Administrator,Giza,Nour Eldin Elsherif for ...,Engineering - Telecom/Technology
IT Specialist,Cairo,Expleo,IT/Software Development
IT Specialist,Cairo,Expleo,Engineering - Telecom/Technology
IT Help Desk,Cairo,Delta Egypt For Lighting...,IT/Software Development
Oracle Developer,Cairo,Tokio Marine Egypt Gener...,IT/Software Development
ERP Support Assistant,Giza,Kasrawy Group,Accounting/Finance
ERP Support Assistant,Giza,Kasrawy Group,IT/Software Development
Automation Testing Engineer.,Giza,Fawry for Banking Techno...,IT/Software Development
Automation Testing Engineer.,Giza,Fawry for Banking Techno...,Quality
Automation Testing Engineer.,Giza,Fawry for Banking Techno...,Engineering - Telecom/Technology
IT Sales Executive,Cairo,Mass Technology,IT/Software Development
Senior Testing Engineer,Giza,Fawry for Banking Techno...,IT/Software Development
Senior Testing Engineer,Giza,Fawry for Banking Techno...,Quality
Senior Testing Engineer,Giza,Fawry for Banking Techno...,Engineering - Telecom/Technology
Senior Front-End Developer,Cairo,Youxel,IT/Software Development
Senior Front-End Developer,Cairo,Youxel,Engineering - Telecom/Technology
WordPress Software Engineer (8+ years Experience),Cairo,9H Capital,IT/Software Development
WordPress Software Engineer (8+ years Experience),Cairo,9H Capital,Marketing/PR/Advertising
WordPress Software Engineer (8+ years Experience),Cairo,9H Capital,Engineering - Telecom/Technology
Odoo Implementer,Giza,365 Ecology,IT/Software Development
Senior PHP Developer,Cairo,Amasi,IT/Software Development
Graphic Designer,Giza,2CooM,Administration
senior software tester,Cairo,International Advanced,IT/Software Development
Senior React Native Developer,Cairo,Bypa-ss,IT/Software Development
Junior React Native developer,Cairo,Bypa-ss,IT/Software Development
Senior Java Developer,Cairo,Bypa-ss,IT/Software Development
IT Network Administrator,Cairo,Cilantro,IT/Software Development
IT Network Administrator,Cairo,Cilantro,Engineering - Telecom/Technology
Senior Java Developer,Cairo,Amasi,IT/Software Development
Oracle Developer,Giza,(MSA) October University,IT/Software Development
Oracle Developer,Giza,(MSA) October University,Engineering - Telecom/Technology
Technical Support Engineer,Cairo,Arabian Advanced Systems,IT/Software Development
Business Development Manager,Cairo,Gamers Lounge,Business Development
Business Development Manager,Cairo,Gamers Lounge,Marketing/PR/Advertising
Front End Engineer (Angular/Ionic) High Growth Startup,Cairo,Deal,IT/Software Development
Front End Engineer (Angular/Ionic) High Growth Startup,Cairo,Deal,Engineering - Telecom/Technology
senior Full-Stack Developer,Cairo,SevenCodeApps,IT/Software Development
senior Full-Stack Developer,Cairo,SevenCodeApps,Engineering - Telecom/Technology
sales executive,Cairo,SevenCodeApps,Business Development
sales executive,Cairo,SevenCodeApps,Marketing/PR/Advertising
sales executive,Cairo,SevenCodeApps,Sales/Retail
Content Creator,Cairo,Ali Alkhajeh Development...,Writing/Editorial
Content Creator,Cairo,Ali Alkhajeh Development...,Marketing/PR/Advertising
Content Creator,Cairo,Ali Alkhajeh Development...,Media/Journalism/Publishing
Senior Flutter Developer - iOS/Swift Background,Cairo,GET Group- Egypt,IT/Software Development
Java Developer,Giza,CARITech,IT/Software Development
Java Developer,Giza,CARITech,Engineering - Telecom/Technology
Java Developer,Giza,CARITech,Engineering - Other
Senior SharePoint/O365 Developer,Cairo,FlairsTech,IT/Software Development
IT Specialist,Fayoum,Smart Glass Company,IT/Software Development
Odoo Developer,Cairo,BBI-Consultancy,IT/Software Development
Technical Support Engineer,Giza,Ultimate Solutions Egypt,Customer Service/Support
Technical Support Engineer,Giza,Ultimate Solutions Egypt,IT/Software Development
Technical Support Engineer,Giza,Ultimate Solutions Egypt,Engineering - Telecom/Technology
Software Marketing Manager,Dakahlia,Kian Alraqmih,Business Development
Software Marketing Manager,Dakahlia,Kian Alraqmih,IT/Software Development
Software Marketing Manager,Dakahlia,Kian Alraqmih,Marketing/PR/Advertising
Sales Manager (software),Dakahlia,Kian Alraqmih,Business Development
Sales Manager (software),Dakahlia,Kian Alraqmih,IT/Software Development
Sales Manager (software),Dakahlia,Kian Alraqmih,Sales/Retail
Technical Support Officer,Qena,Al Ahly capital holding ...,Customer Service/Support
Technical Support Officer,Qena,Al Ahly capital holding ...,IT/Software Development
Front End Developer,Cairo,WUZZUF,Creative/Design/Art
Front End Developer,Cairo,WUZZUF,IT/Software Development
Front End Developer,Cairo,WUZZUF,Engineering - Telecom/Technology
Senior Software Engineer - .NET,Cairo,IKEN Technology,IT/Software Development
Senior Software Engineer - .NET,Cairo,IKEN Technology,Engineering - Telecom/Technology
IT Specialist,Cairo,WUZZUF,Installation/Maintenance/Repair
IT Specialist,Cairo,WUZZUF,IT/Software Development
Senior UX Designer,Giza,WSC,IT/Software Development
Azure Infrastructure Specialist,Cairo,Ejada,IT/Software Development
OCI Senior Cloud Architect,Cairo,Ejada,IT/Software Development
Front-End / React & React-Native Developer - Alexandria,Alexandria,Arabic Localizer,IT/Software Development
Front-End / React & React-Native Developer - Alexandria,Alexandria,Arabic Localizer,Engineering - Telecom/Technology
System Analyst,Cairo,Ofoq Consulting,IT/Software Development
System Analyst,Cairo,Ofoq Consulting,Analyst/Research
Senior Front-End Developer (Angular),Cairo,3D Diagnostix,IT/Software Development
Senior Front-End Developer (Angular),Cairo,3D Diagnostix,Engineering - Telecom/Technology
It Specialist and System Administrator,Cairo,Kiromarble for marble an...,Installation/Maintenance/Repair
It Specialist and System Administrator,Cairo,Kiromarble for marble an...,IT/Software Development
It Specialist and System Administrator,Cairo,Kiromarble for marble an...,Engineering - Telecom/Technology
Senior Flutter Developer,Giza,Golden Gates,IT/Software Development
Senior Flutter Developer,Giza,Golden Gates,Engineering - Telecom/Technology
program support,Cairo,YELO,Customer Service/Support
program support,Cairo,YELO,IT/Software Development
program support,Cairo,YELO,Engineering - Telecom/Technology
Senior Frontend Developer (Vue.JS),Cairo,TRIMETIS,IT/Software Development
Senior PHP Developer,Cairo,TRIMETIS,IT/Software Development
Java Developer,Cairo,Dedalus,IT/Software Development
Junior React Native App Developer,Cairo,Klik,IT/Software Development
Senior React Native App Developer,Cairo,Klik,IT/Software Development
Senior PPC Specialist,Cairo,scandiweb,IT/Software Development
Senior PPC Specialist,Cairo,scandiweb,Marketing/PR/Advertising
PPC Specialist,Cairo,scandiweb,IT/Software Development
PPC Specialist,Cairo,scandiweb,Marketing/PR/Advertising
WPF DEVELOPER,Cairo,sios,IT/Software Development
It officer,Giza,Yassien & Partners Law F...,IT/Software Development
Senior Software Developer (Ionic + Angular),Cairo,softprograms,IT/Software Development
Software Project Manager,Cairo,softprograms,IT/Software Development
Software Project Manager,Cairo,softprograms,Project/Program Management
Senior Testing Automation Engineer,Giza,LxT,IT/Software Development
Senior Backend Engineer,Giza,LxT,IT/Software Development
Senior IT Specialist,Cairo,Deutschland Technology L...,IT/Software Development
Senior IT Specialist,Cairo,Deutschland Technology L...,Engineering - Telecom/Technology
Senior Android Developer,Cairo,Expert Apps,IT/Software Development
Senior Android Developer,Cairo,Expert Apps,Engineering - Telecom/Technology
Software Architect,Assiut,Spatium Software,IT/Software Development
Software Architect,Assiut,Spatium Software,Engineering - Telecom/Technology
System Administrator,Giza,Safa International Trave...,Installation/Maintenance/Repair
System Administrator,Giza,Safa International Trave...,IT/Software Development
System Administrator,Giza,Safa International Trave...,Engineering - Telecom/Technology
UI/UX Figma designer,Assiut,Spatium Software,Creative/Design/Art
UI/UX Figma designer,Assiut,Spatium Software,IT/Software Development
UI/UX Figma designer,Assiut,Spatium Software,Engineering - Telecom/Technology
Devops Engineer,Assiut,Spatium Software,IT/Software Development
Devops Engineer,Assiut,Spatium Software,Engineering - Telecom/Technology
Software Tester,Assiut,Spatium Software,IT/Software Development
Software Tester,Assiut,Spatium Software,Quality
Software Tester,Assiut,Spatium Software,Engineering - Telecom/Technology
Senior Technical Office Engineer,Giza,Alkarma Developments,Engineering - Construction/Civil/Architecture
IT Technical Support,Sharqia,MCV,IT/Software Development
Infrastructure Services Manager,Cairo,Eg Insurtech,IT/Software Development
Human Resource manager,Cairo,Furqan Group for Educati...,Administration
Human Resource manager,Cairo,Furqan Group for Educati...,Human Resources
B2B Sales Specialist,Cairo,Injaz Tech for advanced ...,Engineering - Construction/Civil/Architecture
B2B Sales Specialist,Cairo,Injaz Tech for advanced ...,IT/Software Development
B2B Sales Specialist,Cairo,Injaz Tech for advanced ...,Sales/Retail
Senior Odoo Developer,Cairo,Crevisoft Corporation,Business Development
Senior Odoo Developer,Cairo,Crevisoft Corporation,IT/Software Development
Senior Odoo Developer,Cairo,Crevisoft Corporation,Engineering - Telecom/Technology
DevOps Engineer,Cairo,Sulfah,IT/Software Development
DevOps Engineer,Cairo,Sulfah,Engineering - Telecom/Technology
ERP Functional Support (Microsoft Dynamics - Business Central 365),Cairo,Egypt Bakery Stores,IT/Software Development
ERP Functional Support (Microsoft Dynamics - Business Central 365),Cairo,Egypt Bakery Stores,Engineering - Telecom/Technology
Senior .Net Developer,Giza,Sarmady,IT/Software Development
Senior .Net Developer,Giza,Sarmady,Engineering - Telecom/Technology
UX Designer,Giza,Sarmady,Creative/Design/Art
UX Designer,Giza,Sarmady,IT/Software Development
UX Designer,Giza,Sarmady,Engineering - Telecom/Technology
Senior Application Support Engineer,Giza,Fawry for Banking Techno...,Installation/Maintenance/Repair
Senior Application Support Engineer,Giza,Fawry for Banking Techno...,IT/Software Development
Senior Application Support Engineer,Giza,Fawry for Banking Techno...,Engineering - Telecom/Technology
Software Sales,Cairo,Crevisoft Corporation,IT/Software Development
Software Sales,Cairo,Crevisoft Corporation,Sales/Retail
Software Sales,Cairo,Crevisoft Corporation,Engineering - Telecom/Technology
Presales Engineer.,Cairo,Target Integrated System...,IT/Software Development
Presales Engineer.,Cairo,Target Integrated System...,Sales/Retail
Presales Engineer.,Cairo,Target Integrated System...,Engineering - Telecom/Technology
Call Center Manager,Cairo,Noases,IT/Software Development
Call Center Manager,Cairo,Noases,Sales/Retail
Senior Native Android App Developer,Alexandria,Enegix,IT/Software Development
Senior Native Android App Developer,Alexandria,Enegix,Engineering - Telecom/Technology
Software Tester,Giza,Bevatel,IT/Software Development
Software Tester,Giza,Bevatel,Engineering - Telecom/Technology
Cyber Security Architect,Cairo,Alstom,IT/Software Development
Cyber Security Architect,Cairo,Alstom,Engineering - Telecom/Technology
Automation Testing (Verification & Validation) Engineer,Cairo,Alstom,IT/Software Development
Automation Testing (Verification & Validation) Engineer,Cairo,Alstom,Engineering - Telecom/Technology
Automation Testing (Verification & Validation) Engineer,Cairo,Alstom,Engineering - Mechanical/Electrical
E-commerce Specialist - Magento 2,Cairo,acwme,Administration
E-commerce Specialist - Magento 2,Cairo,acwme,Marketing/PR/Advertising
E-commerce Specialist - Magento 2,Cairo,acwme,Sales/Retail
Magento Developer,Cairo,acwme,Installation/Maintenance/Repair
Magento Developer,Cairo,acwme,IT/Software Development
Magento Developer,Cairo,acwme,Engineering - Telecom/Technology
Junior React Native Mobile Developer,Alexandria,RUSHBRUSH INC,IT/Software Development
System Implementation Engineer,Giza,Fawry for Banking Techno...,IT/Software Development
System Implementation Engineer,Giza,Fawry for Banking Techno...,Engineering - Telecom/Technology
.NET Developer / React,Cairo,Procoor,IT/Software Development
.NET Developer / React,Cairo,Procoor,Engineering - Telecom/Technology
Network & Security Engineer / Administrator,Cairo,Global Academic Foundati...,IT/Software Development
Network & Security Engineer / Administrator,Cairo,Global Academic Foundati...,Engineering - Telecom/Technology
IT Help Desk Officer,Cairo,Global Academic Foundati...,Installation/Maintenance/Repair
IT Help Desk Officer,Cairo,Global Academic Foundati...,IT/Software Development
Genesys Technical Support Consultant (Security Engineer),Giza,NCR,IT/Software Development
Application Developer,Cairo,Promech Engineering,IT/Software Development
Application Developer,Cairo,Promech Engineering,Engineering - Telecom/Technology
ICT Helpdesk Administrator,Cairo,Cilantro,IT/Software Development
Corporate Sales Account Manager,Cairo,Forasna,IT/Software Development
Corporate Sales Account Manager,Cairo,Forasna,Sales/Retail
IT System Admin,Sharqia,EEC Group,IT/Software Development
Website and Application Developer,Alexandria,Nile Projects & Trading,IT/Software Development
Website and Application Developer,Alexandria,Nile Projects & Trading,Engineering - Telecom/Technology
Product Owner,Cairo,Basata,IT/Software Development
Full Stack Developer (JavaScript & .NET),Cairo,InitRes,IT/Software Development
Senior systems analyst,Giza,Perfect Presentation,IT/Software Development
Payroll Supervisor - October City,Giza,GEMS Education,Human Resources
Payroll Supervisor - October City,Giza,GEMS Education,Operations/Management
Junior Product Manager,Giza,Seoudi Supermarket,IT/Software Development
Computing Teacher,Giza,Ethos International Scho...,IT/Software Development
Computing Teacher,Giza,Ethos International Scho...,Engineering - Telecom/Technology
Computing Teacher,Giza,Ethos International Scho...,Education/Teaching
Senior Flutter Developer,Cairo,Sulfah,IT/Software Development
Senior Flutter Developer,Cairo,Sulfah,Engineering - Telecom/Technology
UI Developer,Cairo,Ejada,IT/Software Development
Quality Control Engineer,Giza,Kick Start Interactive,IT/Software Development
Senior .NET Developer,Cairo,Ejada,IT/Software Development
Magento Developer,Cairo,classera,IT/Software Development
Magento Developer,Cairo,classera,Engineering - Telecom/Technology
IT Help Desk Specialist,Cairo,Kode Clubs - Hassan Alla...,Installation/Maintenance/Repair
IT Help Desk Specialist,Cairo,Kode Clubs - Hassan Alla...,IT/Software Development
IT Help Desk Specialist,Cairo,Kode Clubs - Hassan Alla...,Engineering - Telecom/Technology
Saas Software Sales Executive,Cairo,Glamera,IT/Software Development
Front End Developer - React & Next.js,Cairo,Travolic.LLc,Creative/Design/Art
Front End Developer - React & Next.js,Cairo,Travolic.LLc,IT/Software Development
Front End Developer - React & Next.js,Cairo,Travolic.LLc,Engineering - Telecom/Technology
Product/Project Manager,Cairo,Travolic.LLc,IT/Software Development
Product/Project Manager,Cairo,Travolic.LLc,Project/Program Management
PHP Developer,Cairo,Tech 101,IT/Software Development
Purchasing Specialist,Giza,etisal for advanced indu...,Logistics/Supply Chain
Purchasing Specialist,Giza,etisal for advanced indu...,Purchasing/Procurement
System Engineer,Giza,iNetwork Solutions,IT/Software Development
Python Developer,Cairo,OdooTec,Installation/Maintenance/Repair
Python Developer,Cairo,OdooTec,IT/Software Development
Python Developer,Cairo,OdooTec,Engineering - Telecom/Technology
Senior Back End Developer,Cairo,Youxel,IT/Software Development
Senior Back End Developer,Cairo,Youxel,Engineering - Telecom/Technology
IT Help Desk,Cairo,alfanar,IT/Software Development
IT Technical Support Specialist - Tanta,Gharbia,Town Team,Installation/Maintenance/Repair
IT Technical Support Specialist - Tanta,Gharbia,Town Team,IT/Software Development
IT Technical Support Specialist - Tanta,Gharbia,Town Team,Engineering - Telecom/Technology
Scrum Master,Giza,Fawry for Banking Techno...,IT/Software Development
Scrum Master,Giza,Fawry for Banking Techno...,Project/Program Management
Scrum Master,Giza,Fawry for Banking Techno...,Engineering - Telecom/Technology
Senior Java Developer,Giza,Fawry for Banking Techno...,IT/Software Development
Senior Java Developer,Giza,Fawry for Banking Techno...,Engineering - Telecom/Technology
Testing Team Lead,Giza,Fawry for Banking Techno...,IT/Software Development
Testing Team Lead,Giza,Fawry for Banking Techno...,Quality
Testing Team Lead,Giza,Fawry for Banking Techno...,Engineering - Telecom/Technology
React Developer,Cairo,Signature Technology DMC...,IT/Software Development
Software Sales,Cairo,Noases,IT/Software Development
Telesales Agent,Cairo,Noases,IT/Software Development
Technical Support Engineer,Alexandria,Tartoussieh Engineering ...,Engineering - Mechanical/Electrical
Technical Support Engineer,Alexandria,Tartoussieh Engineering ...,Engineering - Other
IT systems Engineer,Cairo,Mercury Visual Solutions...,IT/Software Development
IT systems Engineer,Cairo,Mercury Visual Solutions...,Engineering - Telecom/Technology
Assistant Computer Systems Administrator,Giza,The Micro Small & Mediu...,IT/Software Development
Assistant Computer Systems Administrator,Giza,The Micro Small & Mediu...,Engineering - Telecom/Technology
Network Engineer,Giza,The Micro Small & Mediu...,IT/Software Development
Network Engineer,Giza,The Micro Small & Mediu...,Engineering - Telecom/Technology
Senior System and Network Administrator,Alexandria,RUSHBRUSH INC,Installation/Maintenance/Repair
Senior System and Network Administrator,Alexandria,RUSHBRUSH INC,IT/Software Development
Senior System and Network Administrator,Alexandria,RUSHBRUSH INC,Engineering - Telecom/Technology
DevOps Engineer,Cairo,CrossWorkers,IT/Software Development
Flutter Developer,Cairo,Charisma Design,Creative/Design/Art
Flutter Developer,Cairo,Charisma Design,IT/Software Development
Flutter Developer,Cairo,Charisma Design,Engineering - Telecom/Technology
UI UX Designer,Cairo,waffarha.com,IT/Software Development
Tech Lead,Cairo,waffarha.com,IT/Software Development
Senior Front End Developer,Cairo,waffarha.com,IT/Software Development
STEM Instructor/Teacher,Cairo,TechAdemics,IT/Software Development
STEM Instructor/Teacher,Cairo,TechAdemics,Engineering - Telecom/Technology
STEM Instructor/Teacher,Cairo,TechAdemics,Education/Teaching
Senior Backend Developer,Cairo,waffarha.com,IT/Software Development
Senior Microsoft Dynamics F&O Developer,Cairo,FlairsTech,IT/Software Development
Python Network Developer,Cairo,Mercury Visual Solutions...,IT/Software Development
Senior PHP Developer (Laravel),Cairo,Our Education,IT/Software Development
Senior PHP Developer (Laravel),Cairo,Our Education,Engineering - Telecom/Technology
Senior Vue Developer,Cairo,Our Education,IT/Software Development
Senior Vue Developer,Cairo,Our Education,Engineering - Telecom/Technology
Information Technology Officer,Cairo,Upwyde,Installation/Maintenance/Repair
Information Technology Officer,Cairo,Upwyde,IT/Software Development
Information Technology Officer,Cairo,Upwyde,Engineering - Telecom/Technology
Senior Software Tester,Cairo,Our Education,IT/Software Development
Senior Software Tester,Cairo,Our Education,Quality
Senior Software Tester,Cairo,Our Education,Engineering - Telecom/Technology
Oracle Apex Developer,Cairo,Premier Services and Rec...,IT/Software Development
Technical Support Supervisor,Cairo,Premier Services and Rec...,IT/Software Development
Flutter Developer,Cairo,Queen Tech Solutions,IT/Software Development
Flutter Developer,Cairo,Queen Tech Solutions,Engineering - Telecom/Technology
Product Owner - Software house experience,Giza,Lumin,IT/Software Development
Product Owner - Software house experience,Giza,Lumin,Project/Program Management
Product Owner - Software house experience,Giza,Lumin,Engineering - Telecom/Technology
Senior sales account manager,Giza,iNetwork Solutions,IT/Software Development
Senior sales account manager,Giza,iNetwork Solutions,Sales/Retail
Technical Office Engineer,Cairo,Mazloum Real Estate,Engineering - Construction/Civil/Architecture
Senior Golang Developer,Cairo,CrossWorkers,IT/Software Development
Technical Support Engineer,Cairo,Advanced Solutions,IT/Software Development
Technical support,Cairo,engineering tracks,Customer Service/Support
Technical support,Cairo,engineering tracks,IT/Software Development
Test Automation Engineer,Cairo,Ejada,IT/Software Development
Test Automation Engineer,Cairo,Ejada,Engineering - Telecom/Technology
Test Lead,Cairo,Ejada,IT/Software Development
Test Lead,Cairo,Ejada,Quality
Test Lead,Cairo,Ejada,Engineering - Telecom/Technology
Senior Software Test Engineer,Cairo,Ejada,IT/Software Development
Senior Software Test Engineer,Cairo,Ejada,Quality
Junior Testing Engineer,Cairo,Ejada,IT/Software Development
Junior Testing Engineer,Cairo,Ejada,Quality
Junior Testing Engineer,Cairo,Ejada,Engineering - Telecom/Technology
Test Manager,Cairo,Ejada,IT/Software Development
Test Manager,Cairo,Ejada,Quality
Test Manager,Cairo,Ejada,Engineering - Telecom/Technology
SAP Business One Consultant,Cairo,Asass,Engineering - Construction/Civil/Architecture
SAP Business One Consultant,Cairo,Asass,IT/Software Development
SAP Business One Consultant,Cairo,Asass,Engineering - Telecom/Technology
Cyber Security Engineer,Cairo,PSH,Installation/Maintenance/Repair
Cyber Security Engineer,Cairo,PSH,IT/Software Development
Cyber Security Engineer,Cairo,PSH,Engineering - Telecom/Technology
Application Support Engineer in New Capital,Cairo,Techno Management,Installation/Maintenance/Repair
Application Support Engineer in New Capital,Cairo,Techno Management,IT/Software Development
Sr. DBA Admin,Cairo,egabi solutions,IT/Software Development
PHP Developer (Hybrid),Giza,Kick Start Interactive,IT/Software Development
Mobile Application Developer - Flutter,Assiut,Spatium Software,IT/Software Development
Mobile Application Developer - Flutter,Assiut,Spatium Software,Engineering - Telecom/Technology
Technical Office Engineer,Cairo,El Khamis Hydraulic Comp...,Engineering - Mechanical/Electrical
Full Stack developer - .NET Core & Angular,Assiut,Spatium Software,IT/Software Development
Full Stack developer - .NET Core & Angular,Assiut,Spatium Software,Engineering - Telecom/Technology
Front End Developer (Angular) Hybrid,Alexandria,Finiex Soft,IT/Software Development
Front End Developer (Angular) Hybrid,Alexandria,Finiex Soft,Engineering - Telecom/Technology
Backend Developer (.net) Hybrid,Alexandria,Finiex Soft,IT/Software Development
Customer Support & Sales Professional (Spanish Speakers),Alexandria,Delivery-tech,Business Development
Customer Support & Sales Professional (Spanish Speakers),Alexandria,Delivery-tech,Customer Service/Support
Customer Support & Sales Professional (Spanish Speakers),Alexandria,Delivery-tech,Sales/Retail
Wordpress Developer,Cairo,Tech 101,IT/Software Development
Senior IT Specialist,Qalubia,Orient,Installation/Maintenance/Repair
Senior IT Specialist,Qalubia,Orient,IT/Software Development
Senior IT Specialist,Qalubia,Orient,Engineering - Mechanical/Electrical
Head of Data & Analytics,Cairo,eVision,IT/Software Development
Network Support Engineer,Giza,Vzadi.com,Installation/Maintenance/Repair
Network Support Engineer,Giza,Vzadi.com,IT/Software Development
Network Support Engineer,Giza,Vzadi.com,Engineering - Telecom/Technology
Mobile Developer (React Native),Giza,Bright Vision,IT/Software Development
Mobile Developer (React Native),Giza,Bright Vision,Engineering - Telecom/Technology
Frontend Developer,Giza,Bright Vision,IT/Software Development
Frontend Developer,Giza,Bright Vision,Engineering - Telecom/Technology
Backend Developer,Giza,Bright Vision,IT/Software Development
Backend Developer,Giza,Bright Vision,Engineering - Telecom/Technology
Senior IT Engineer,Cairo,El Teriak Industrial Gro...,IT/Software Development
Senior IT Engineer,Cairo,El Teriak Industrial Gro...,Engineering - Mechanical/Electrical
SAP Business Analyst,Cairo,El Teriak Industrial Gro...,Accounting/Finance
SAP Business Analyst,Cairo,El Teriak Industrial Gro...,IT/Software Development
SAP Business Analyst,Cairo,El Teriak Industrial Gro...,Analyst/Research
Service Desk Engineer,Giza,Nahdet Misr Publishing G...,Installation/Maintenance/Repair
Service Desk Engineer,Giza,Nahdet Misr Publishing G...,IT/Software Development
Service Desk Engineer,Giza,Nahdet Misr Publishing G...,Engineering - Telecom/Technology
Infrastructure Architect,Cairo,Efada Technology,IT/Software Development
Software Developer (Middle/Senior) for System Integrator and Microservices,Cairo,iono tech,IT/Software Development
Chief Financial Officer (CFO),Cairo,Khodar.com,Accounting/Finance
Network Engineer,Cairo,Link Datacenter,Installation/Maintenance/Repair
Network Engineer,Cairo,Link Datacenter,IT/Software Development
Network Engineer,Cairo,Link Datacenter,Engineering - Telecom/Technology
Project Lead/ Scrum Master,Cairo,PSH,IT/Software Development
Project Lead/ Scrum Master,Cairo,PSH,Project/Program Management
Project Lead/ Scrum Master,Cairo,PSH,Engineering - Telecom/Technology
It Security & Network Engineer,Giza,El-Sewedy Electrometer,Installation/Maintenance/Repair
It Security & Network Engineer,Giza,El-Sewedy Electrometer,IT/Software Development
It Security & Network Engineer,Giza,El-Sewedy Electrometer,Engineering - Telecom/Technology
Technical Support Engineer - Giza,Giza,Zamil Steel Buildings Co,Installation/Maintenance/Repair
Technical Support Engineer - Giza,Giza,Zamil Steel Buildings Co,IT/Software Development
Technical Support Engineer - Giza,Giza,Zamil Steel Buildings Co,Engineering - Telecom/Technology
Talent Acquisition and HR Specialist,Cairo,Spark Systems,Administration
Talent Acquisition and HR Specialist,Cairo,Spark Systems,Human Resources
Talent Acquisition and HR Specialist,Cairo,Spark Systems,IT/Software Development
Senior .Net Developer,Cairo,LINK Development,IT/Software Development
Senior .Net Developer,Cairo,LINK Development,Engineering - Telecom/Technology
Laravel Developer,Cairo,LoadServ,IT/Software Development
Senior BI Developer,Cairo,LINK Development,IT/Software Development
Senior BI Developer,Cairo,LINK Development,Engineering - Telecom/Technology
Senior .NET Full Stack Developer (.NET Core & Angular),Giza,Lumin,IT/Software Development
Senior .NET Full Stack Developer (.NET Core & Angular),Giza,Lumin,Engineering - Telecom/Technology
Embedded Hardware Engineer,Cairo,Samaya Electronics Egypt...,IT/Software Development
Embedded Hardware Engineer,Cairo,Samaya Electronics Egypt...,Engineering - Telecom/Technology
Embedded Hardware Engineer,Cairo,Samaya Electronics Egypt...,Engineering - Mechanical/Electrical
Embedded Software Engineer,Cairo,Samaya Electronics Egypt...,Engineering - Other
Product Owner,Cairo,Dimofinf Operations Cent...,IT/Software Development
Product Owner,Cairo,Dimofinf Operations Cent...,Project/Program Management
Product Owner,Cairo,Dimofinf Operations Cent...,Engineering - Telecom/Technology
Senior UX/UI Designer,Cairo,Dimofinf Operations Cent...,Creative/Design/Art
Senior UX/UI Designer,Cairo,Dimofinf Operations Cent...,IT/Software Development
Senior UX/UI Designer,Cairo,Dimofinf Operations Cent...,Engineering - Telecom/Technology
Sheet Metal design Engineer,Sharqia,Zawaya,Manufacturing/Production
Sheet Metal design Engineer,Sharqia,Zawaya,Engineering - Mechanical/Electrical
Technical Support Engineer,Cairo,Afaqy,Installation/Maintenance/Repair
Technical Support Engineer,Cairo,Afaqy,IT/Software Development
Technical Support Engineer,Cairo,Afaqy,Engineering - Telecom/Technology
