Title,City,Name,Category
Senior Administrative Assistant,Cairo,Poverty Action Lab,Engineering - Telecom/Technology
Cash Management Accountant Suez Egypt Posted on 10/22/2023,Suez,Cargoes,IT/Software Development
Cash Management Accountant Suez Egypt Posted on 10/22/2023,Suez,Cargoes,Purchasing/Procurement
Cash Management Accountant Suez Egypt Posted on 10/22/2023,Suez,Cargoes,Engineering - Telecom/Technology
Project Manager - Data Networks (ICT),Cairo,SABA,IT/Software Development
Project Manager - Data Networks (ICT),Cairo,SABA,Project/Program Management
Project Manager - Data Networks (ICT),Cairo,SABA,Engineering - Telecom/Technology
Graphic Designer,Cairo,Ejada,Creative/Design/Art
Graphic Designer,Cairo,Ejada,IT/Software Development
Graphic Designer,Cairo,Ejada,Marketing/PR/Advertising
Front End Team Lead,Giza,Sarmady,Creative/Design/Art
Front End Team Lead,Giza,Sarmady,IT/Software Development
Front End Team Lead,Giza,Sarmady,Engineering - Telecom/Technology
Senior Front-End Developer,Giza,Sarmady,Creative/Design/Art
Senior Front-End Developer,Giza,Sarmady,IT/Software Development
Senior Front-End Developer,Giza,Sarmady,Engineering - Telecom/Technology
Business Analyst - Supply Chain Business Control,Cairo,Heineken,IT/Software Development
Business Analyst - Supply Chain Business Control,Cairo,Heineken,Analyst/Research
Business Analyst - Supply Chain Business Control,Cairo,Heineken,Engineering - Telecom/Technology
Senior Pega Developer,Cairo,Giza Arabia Systems,Business Development
Senior Pega Developer,Cairo,Giza Arabia Systems,IT/Software Development
Senior Pega Developer,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Senior Full Stack Developer (on-site),Giza,Union Coop,IT/Software Development
Senior Java Developer,Giza,Algoriza,IT/Software Development
Senior ERP Project Manager,Cairo,Azdan Business Analytics,IT/Software Development
Senior ERP Project Manager,Cairo,Azdan Business Analytics,Project/Program Management
Application Support Engineer,Cairo,BI-Technologies,Customer Service/Support
Application Support Engineer,Cairo,BI-Technologies,IT/Software Development
Application Support Engineer,Cairo,BI-Technologies,Engineering - Telecom/Technology
Genesys Engineer,Giza,Perfect Presentation,IT/Software Development
IT Manager,Giza,Nacita,IT/Software Development
Product Manager,Cairo,Trufla,IT/Software Development
Product Manager,Cairo,Trufla,Project/Program Management
Product Manager,Cairo,Trufla,Engineering - Telecom/Technology
Senior Oracle Technical Developer,Giza,Samcrete Engineers & con...,IT/Software Development
Flutter Developer,Cairo,Osolutions,IT/Software Development
Flutter Developer,Cairo,Osolutions,Engineering - Telecom/Technology
Senior Flutter Developer,Cairo,Victory Link,IT/Software Development
SAP HCM Consultant/ SF,Cairo,Netcompay- Intrasoft,IT/Software Development
Front End Developer,Giza,Smart Cards application,IT/Software Development
Full-Stack Java Developer (Java &Angular),Cairo,CrossWorkers,IT/Software Development
Senior Software Business Analyst,Cairo,Trufla,IT/Software Development
Senior Software Business Analyst,Cairo,Trufla,Engineering - Telecom/Technology
Senior Talend Architect,Cairo,Sceel.io,Engineering - Construction/Civil/Architecture
Senior Talend Architect,Cairo,Sceel.io,Creative/Design/Art
Senior Talend Architect,Cairo,Sceel.io,IT/Software Development
Data Solution Architect,Cairo,Sceel.io,Customer Service/Support
Data Solution Architect,Cairo,Sceel.io,IT/Software Development
Data Solution Architect,Cairo,Sceel.io,Engineering - Telecom/Technology
Data Management Consultant,Cairo,Sceel.io,IT/Software Development
Data Management Consultant,Cairo,Sceel.io,Operations/Management
Data Management Consultant,Cairo,Sceel.io,Engineering - Telecom/Technology
UI UX Designer,Cairo,CyberX,Creative/Design/Art
UI UX Designer,Cairo,CyberX,IT/Software Development
Unity Game Developer 3D,Cairo,CyberX,Creative/Design/Art
Unity Game Developer 3D,Cairo,CyberX,IT/Software Development
Application Support Engineer,Giza,Perfect Presentation,IT/Software Development
Monitoring Assistant SC,Cairo,World Food Program - Oth...,Administration
Monitoring Assistant SC,Cairo,World Food Program - Oth...,IT/Software Development
Monitoring Assistant SC,Cairo,World Food Program - Oth...,Engineering - Telecom/Technology
Scrum Master,Cairo,Expert Apps,IT/Software Development
Scrum Master,Cairo,Expert Apps,Project/Program Management
Senior Systems Engineer,Giza,FinBi Finance & Banking ...,IT/Software Development
Business Developer,Cairo,Our Education,Business Development
Business Developer,Cairo,Our Education,Marketing/PR/Advertising
Business Developer,Cairo,Our Education,Sales/Retail
Senior Technical Support,Giza,FinBi Finance & Banking ...,IT/Software Development
Senior Network security engineer,Giza,FinBi Finance & Banking ...,IT/Software Development
SaaS Product Manager,Giza,Bevatel,IT/Software Development
Finance Manager,Cairo,Aswaq,Accounting/Finance
Finance Manager,Cairo,Aswaq,Administration
Finance Manager,Cairo,Aswaq,Banking
Full-Stack .NET Web Developer,Cairo,Nahr Development,IT/Software Development
Full-Stack .NET Web Developer,Cairo,Nahr Development,Engineering - Telecom/Technology
Senior Full Stack Developer,Cairo,EGID company,IT/Software Development
Senior Full Stack Developer,Cairo,EGID company,Engineering - Telecom/Technology
IT Support Engineer,Giza,Al-Meshka,IT/Software Development
Senior PHP Developer,Cairo,International Advanced,IT/Software Development
Product Owner,Cairo,waffarha.com,IT/Software Development
Product Owner,Cairo,waffarha.com,Project/Program Management
Product Owner,Cairo,waffarha.com,Engineering - Telecom/Technology
Sr. Full-Stack Mobile Developer,Cairo,TREX,IT/Software Development
Technical Application Consultant\Support,Cairo,BSmart,Customer Service/Support
Technical Application Consultant\Support,Cairo,BSmart,Human Resources
Technical Application Consultant\Support,Cairo,BSmart,Engineering - Telecom/Technology
SCM Consultant,Giza,Perfect Presentation,IT/Software Development
HCM Consultant,Giza,Perfect Presentation,IT/Software Development
Senior Financial Consultant,Giza,Perfect Presentation,IT/Software Development
CVM Application Engineer,Cairo,eT3 - Tomorrow Informati...,IT/Software Development
CVM Application Engineer,Cairo,eT3 - Tomorrow Informati...,Engineering - Telecom/Technology
Odoo Developer,Cairo,AK IT Consulting,IT/Software Development
Oracle Apps Technical Consultant,Giza,Perfect Presentation,IT/Software Development
Solution Architect,Cairo,eT3 - Tomorrow Informati...,IT/Software Development
Solution Architect,Cairo,eT3 - Tomorrow Informati...,Engineering - Telecom/Technology
Database Administrator,Giza,Perfect Presentation,IT/Software Development
Test Specialist - Data,Cairo,eT3 - Tomorrow Informati...,IT/Software Development
Test Specialist - Data,Cairo,eT3 - Tomorrow Informati...,Engineering - Telecom/Technology
Strategic planning Manager,Giza,Nile University,Administration
Strategic planning Manager,Giza,Nile University,Operations/Management
Strategic planning Manager,Giza,Nile University,Analyst/Research
Strategic planning Specialist,Giza,Nile University,Administration
Strategic planning Specialist,Giza,Nile University,Quality
Strategic planning Specialist,Giza,Nile University,Analyst/Research
Front End Developer (React.js),Cairo,Dexef,Creative/Design/Art
Front End Developer (React.js),Cairo,Dexef,IT/Software Development
Front End Developer (React.js),Cairo,Dexef,Engineering - Telecom/Technology
Senior PHP Developer,Giza,Casita,Engineering - Telecom/Technology
IT Manager,Cairo,Noases,IT/Software Development
Integration Engineer - MENA,Cairo,FinTech Collective,IT/Software Development
Integration Engineer - MENA,Cairo,FinTech Collective,Engineering - Telecom/Technology
Integration Engineer - MENA,Cairo,FinTech Collective,Engineering - Mechanical/Electrical
Dot Net Lead - Backend - Egypt,Cairo,Antal International - Eg...,IT/Software Development
Dot Net Lead - Backend - Egypt,Cairo,Antal International - Eg...,Operations/Management
Dot Net Lead - Backend - Egypt,Cairo,Antal International - Eg...,Engineering - Telecom/Technology
IT Specialist,Cairo,Tie House,Installation/Maintenance/Repair
IT Specialist,Cairo,Tie House,IT/Software Development
IT Specialist,Cairo,Tie House,Engineering - Telecom/Technology
Senior Front-end position,Cairo,Edentech,IT/Software Development
Remote RTS for Lenovo Products – French Speaking,Cairo,IBM WTC Egypt,Customer Service/Support
Remote RTS for Lenovo Products – French Speaking,Cairo,IBM WTC Egypt,IT/Software Development
Remote RTS for Lenovo Products – French Speaking,Cairo,IBM WTC Egypt,Engineering - Telecom/Technology
Full Stack Web Developer,Cairo,IQRA Network,Creative/Design/Art
Full Stack Web Developer,Cairo,IQRA Network,IT/Software Development
Full Stack Web Developer,Cairo,IQRA Network,Engineering - Telecom/Technology
IT Specialist,Cairo,Engosoft,Installation/Maintenance/Repair
IT Specialist,Cairo,Engosoft,IT/Software Development
IT Specialist,Cairo,Engosoft,Engineering - Telecom/Technology
Integration Engineer - MENA,Cairo,CRE Venture Capital,IT/Software Development
Integration Engineer - MENA,Cairo,CRE Venture Capital,Engineering - Telecom/Technology
Integration Engineer - MENA,Cairo,CRE Venture Capital,Engineering - Mechanical/Electrical
Senior Presales Consultant - RS,Cairo,Giza Arabia Systems,IT/Software Development
Senior Presales Consultant - RS,Cairo,Giza Arabia Systems,Sales/Retail
Senior Presales Consultant - RS,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Chief Executive Officer,Cairo,Antal International - Eg...,Accounting/Finance
Chief Executive Officer,Cairo,Antal International - Eg...,Operations/Management
Chief Executive Officer,Cairo,Antal International - Eg...,C-Level Executive/GM/Director
Technical Project Manager (ACS-CSS),Cairo,Oracle - Egypt,Engineering - Construction/Civil/Architecture
Technical Project Manager (ACS-CSS),Cairo,Oracle - Egypt,IT/Software Development
Technical Project Manager (ACS-CSS),Cairo,Oracle - Egypt,Project/Program Management
PHP Developer Internship - Remote,Giza,Elev8Assessments,IT/Software Development
Flutter Developer,Cairo,Horizon Agency,IT/Software Development
Front End Developer,Cairo,Horizon Agency,IT/Software Development
Back End Developer (PHP),Cairo,Horizon Agency,IT/Software Development
Senior Data Architect/Modeler,Cairo,eT3 - Tomorrow Informati...,IT/Software Development
Senior Data Architect/Modeler,Cairo,eT3 - Tomorrow Informati...,Engineering - Telecom/Technology
Program Developer,Cairo,Carpet Land,IT/Software Development
Technical Lead (Full-Stack\.Net Core & Angluar),Cairo,Link Datacenter,IT/Software Development
Technical Lead (Full-Stack\.Net Core & Angluar),Cairo,Link Datacenter,Operations/Management
Technical Lead (Full-Stack\.Net Core & Angluar),Cairo,Link Datacenter,Engineering - Telecom/Technology
Senior .NET Developer,Cairo,GET Group- Egypt,IT/Software Development
Senior .NET Developer,Cairo,GET Group- Egypt,Engineering - Telecom/Technology
Senior Full Stack Developer (.Net & Angular 14+),Cairo,Link Datacenter,Creative/Design/Art
Senior Full Stack Developer (.Net & Angular 14+),Cairo,Link Datacenter,IT/Software Development
Senior Full Stack Developer (.Net & Angular 14+),Cairo,Link Datacenter,Engineering - Telecom/Technology
Presales Engineer,Cairo,Al Ahly Momkn for e-paym...,IT/Software Development
Software Tester,Cairo,Charisma Design,IT/Software Development
Senior Odoo Implementer,Cairo,Premier Services and Rec...,IT/Software Development
Senior Odoo Implementer,Cairo,Premier Services and Rec...,Engineering - Telecom/Technology
SAP HCM Support Consultant,Cairo,LABS,IT/Software Development
Specialist BI Developer - Team Lead,Cairo,Giza Arabia Systems,Business Development
Specialist BI Developer - Team Lead,Cairo,Giza Arabia Systems,IT/Software Development
Specialist BI Developer - Team Lead,Cairo,Giza Arabia Systems,Sales/Retail
Business Analyst,Cairo,DXC.technology,IT/Software Development
Business Analyst,Cairo,DXC.technology,Analyst/Research
Business Analyst,Cairo,DXC.technology,Engineering - Telecom/Technology
Senior Systems Engineer,Cairo,Giza Arabia Systems,IT/Software Development
Senior Systems Engineer,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Senior Systems Engineer,Cairo,Giza Arabia Systems,Engineering - Mechanical/Electrical
Group ICT Business Applications Section Head,Cairo,Decorative Glass And Ara...,IT/Software Development
Senior Solution Architect - Billing,Cairo,IST Networks,IT/Software Development
Senior Solution Architect - Billing,Cairo,IST Networks,Engineering - Telecom/Technology
Senior Solution Architect - Billing,Cairo,IST Networks,Engineering - Other
E2E Solution Architect,Cairo,IST Networks,IT/Software Development
E2E Solution Architect,Cairo,IST Networks,Engineering - Telecom/Technology
E2E Solution Architect,Cairo,IST Networks,Engineering - Other
Light Current Systems Site Engineer,Cairo,Anzma tech,Engineering - Other
Sr. Solution Architect - Business CRM,Cairo,IST Networks,IT/Software Development
Sr. Solution Architect - Business CRM,Cairo,IST Networks,Engineering - Telecom/Technology
Sr. Solution Architect - Business CRM,Cairo,IST Networks,Engineering - Other
Solution Architect - AI,Cairo,IST Networks,IT/Software Development
Solution Architect - AI,Cairo,IST Networks,Engineering - Telecom/Technology
Solution Architect - AI,Cairo,IST Networks,Engineering - Other
Senior Developer - Full Stack,Cairo,IST Networks,IT/Software Development
Senior Developer - Full Stack,Cairo,IST Networks,Engineering - Telecom/Technology
Senior Developer - Full Stack,Cairo,IST Networks,Engineering - Other
Odoo Functional Consultant,Cairo,Superior Business Soluti...,IT/Software Development
Software Tester,Cairo,Horizon Agency,IT/Software Development
Business Analyst,Cairo,DX Republic,Analyst/Research
Senior Hardware support,Cairo,As-Salam International H...,IT/Software Development
Senior Hardware support,Cairo,As-Salam International H...,Engineering - Telecom/Technology
Senior Full Stack Developer (.Net Core - MVC),Cairo,Dynamicslink,IT/Software Development
Odoo Developer Team Leader,Cairo,Centione,IT/Software Development
Software Tester - Alexandria,Alexandria,Finiex Soft,IT/Software Development
Senior React Native Developer,Giza,Algoriza,IT/Software Development
Senior React Native Developer,Giza,Algoriza,Engineering - Telecom/Technology
Database Administrator,Cairo,ITS,IT/Software Development
Database Administrator,Cairo,ITS,Engineering - Telecom/Technology
Apex Developer,Giza,Dorra Group,IT/Software Development
Apex Developer,Giza,Dorra Group,Engineering - Telecom/Technology
Senior QA testing / Software Company,Giza,Outservingplus,IT/Software Development
UX Designer,Giza,Outservingplus,IT/Software Development
Technical Writer,Giza,Nahdet Misr Publishing G...,Writing/Editorial
Technical Writer,Giza,Nahdet Misr Publishing G...,IT/Software Development
Engineering Manager,Cairo,Jumia,IT/Software Development
Engineering Manager,Cairo,Jumia,Engineering - Telecom/Technology
Java Software Engineer,Cairo,Jumia,IT/Software Development
Java Software Engineer,Cairo,Jumia,Engineering - Telecom/Technology
Senior Golang Software Engineer,Cairo,Jumia,IT/Software Development
Senior Golang Software Engineer,Cairo,Jumia,Engineering - Telecom/Technology
Ideal Hours for Nanny Job w/ 1 Baby,Alexandria,White House Nannies Inc...,IT/Software Development
Ideal Hours for Nanny Job w/ 1 Baby,Alexandria,White House Nannies Inc...,Sales/Retail
Ideal Hours for Nanny Job w/ 1 Baby,Alexandria,White House Nannies Inc...,Engineering - Telecom/Technology
Project Manager,Cairo,DXC.technology,Engineering - Construction/Civil/Architecture
Project Manager,Cairo,DXC.technology,IT/Software Development
Project Manager,Cairo,DXC.technology,Project/Program Management
Security Infrastructure Engineer,Cairo,Giza Arabia Systems,Installation/Maintenance/Repair
Security Infrastructure Engineer,Cairo,Giza Arabia Systems,IT/Software Development
Security Infrastructure Engineer,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Junior IOS Developer,Giza,Perfect Presentation,IT/Software Development
Junior Andriod Developer,Giza,Perfect Presentation,IT/Software Development
Senior Android Developer,Giza,Perfect Presentation,IT/Software Development
Technical Support,Cairo,Qsource,IT/Software Development
Inside Sales Representatives & Team Leader,Cairo,Mubasher,Sales/Retail
Oracle EPM Senior Consultant-Planning,Cairo,Azdan Business Analytics,Accounting/Finance
Oracle EPM Senior Consultant-Planning,Cairo,Azdan Business Analytics,IT/Software Development
Senior Oracle Apps Functional Consultant,Cairo,Al Ahly capital holding ...,IT/Software Development
Cybersecurity Operations Engineer,Cairo,Giza Arabia Systems,IT/Software Development
Cybersecurity Operations Engineer,Cairo,Giza Arabia Systems,Operations/Management
Cybersecurity Operations Engineer,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Service Operator I-Testing Tools,Cairo,Halliburton Energy Servi...,IT/Software Development
Service Operator I-Testing Tools,Cairo,Halliburton Energy Servi...,Quality
Service Operator I-Testing Tools,Cairo,Halliburton Energy Servi...,Engineering - Telecom/Technology
Java Instructor,Giza,MICA,IT/Software Development
Java Instructor,Giza,MICA,Engineering - Telecom/Technology
Java Instructor,Giza,MICA,Training/Instructor
Maintenance Coordinator (Facilities Coordinator),Cairo,Kode Clubs - Hassan Alla...,Administration
Maintenance Coordinator (Facilities Coordinator),Cairo,Kode Clubs - Hassan Alla...,Installation/Maintenance/Repair
Maintenance Coordinator (Facilities Coordinator),Cairo,Kode Clubs - Hassan Alla...,Operations/Management
Software Developer,Cairo,HITS Solutions,IT/Software Development
Software Developer,Cairo,HITS Solutions,Engineering - Telecom/Technology
Technical Traffic Manager/Projects Lead,Cairo,9H Capital,IT/Software Development
Technical Traffic Manager/Projects Lead,Cairo,9H Capital,Project/Program Management
Technical Traffic Manager/Projects Lead,Cairo,9H Capital,Engineering - Telecom/Technology
Brand Graphic Designer,Cairo,9H Capital,Creative/Design/Art
Brand Graphic Designer,Cairo,9H Capital,IT/Software Development
Brand Graphic Designer,Cairo,9H Capital,Marketing/PR/Advertising
Oracle Senior EPM Consultant (Consolidation),Cairo,Azdan Business Analytics,Accounting/Finance
Oracle Senior EPM Consultant (Consolidation),Cairo,Azdan Business Analytics,IT/Software Development
IT Specialist,Giza,Alouf Travel,IT/Software Development
Senior Python Developer (Django),Cairo,InnovaDigits,Business Development
Senior Python Developer (Django),Cairo,InnovaDigits,IT/Software Development
Senior Python Developer (Django),Cairo,InnovaDigits,Engineering - Telecom/Technology
Oracle Financial Support Consultant - Telecommunications Industry,Cairo,Rawaj-HCM,Accounting/Finance
Senior Front End Developer (React.js),Cairo,InnovaDigits,Business Development
Senior Front End Developer (React.js),Cairo,InnovaDigits,IT/Software Development
Senior Front End Developer (React.js),Cairo,InnovaDigits,Engineering - Telecom/Technology
Software Tele-sales,Cairo,DIRAC SYSTEMS,Customer Service/Support
Software Tele-sales,Cairo,DIRAC SYSTEMS,IT/Software Development
Software sales Specialist,Cairo,DIRAC SYSTEMS,Business Development
Software sales Specialist,Cairo,DIRAC SYSTEMS,IT/Software Development
Full Stack Developer Team Lead,Cairo,3S Software,IT/Software Development
Full Stack Developer Team Lead,Cairo,3S Software,Operations/Management
Full Stack Developer Team Lead,Cairo,3S Software,Engineering - Telecom/Technology
IT Help Desk,Cairo,Ahmed El-Sallab,Installation/Maintenance/Repair
IT Help Desk,Cairo,Ahmed El-Sallab,IT/Software Development
IT Help Desk,Cairo,Ahmed El-Sallab,Engineering - Telecom/Technology
DotNet Developer,Alexandria,Nahdetmisr For Environme...,IT/Software Development
Programmer & Back-office support,Cairo,shaheen communication da...,Project/Program Management
Junior React Developer,Cairo,Global Brands,IT/Software Development
Package Consultant - German Speaking,Cairo,IBM WTC Egypt,IT/Software Development
Package Consultant - German Speaking,Cairo,IBM WTC Egypt,Sales/Retail
Package Consultant - German Speaking,Cairo,IBM WTC Egypt,Engineering - Telecom/Technology
Data Engineer,Cairo,DXC.technology,IT/Software Development
Data Engineer,Cairo,DXC.technology,Analyst/Research
Data Engineer,Cairo,DXC.technology,Engineering - Telecom/Technology
ITSM Senior Analyst - Service Now Developer,Cairo,Antal International - Eg...,IT/Software Development
ITSM Senior Analyst - Service Now Developer,Cairo,Antal International - Eg...,Analyst/Research
ITSM Senior Analyst - Service Now Developer,Cairo,Antal International - Eg...,Engineering - Telecom/Technology
Vendor Consultant - Italian AVS-NOP,Cairo,Amazon MENA,IT/Software Development
Vendor Consultant - Italian AVS-NOP,Cairo,Amazon MENA,Engineering - Telecom/Technology
Vendor Consultant - Italian AVS-NOP,Cairo,Amazon MENA,Engineering - Mechanical/Electrical
Technical Engineer,Cairo,Enwan Developments,Engineering - Construction/Civil/Architecture
Back end Developer Node Js PHP,Giza,Dafa,IT/Software Development
IT Assistant,Cairo,Mazar construction,Installation/Maintenance/Repair
IT Assistant,Cairo,Mazar construction,IT/Software Development
Senior Technical Support Engineer,Cairo,Viavi Solutions,IT/Software Development
Senior Technical Support Engineer,Cairo,Viavi Solutions,Engineering - Telecom/Technology
Team Lead .Net Developer,Cairo,GET Group- Egypt,IT/Software Development
Team Lead .Net Developer,Cairo,GET Group- Egypt,Engineering - Telecom/Technology
SAP Fiori Developer Analyst,Cairo,Antal International - Eg...,IT/Software Development
SAP Fiori Developer Analyst,Cairo,Antal International - Eg...,Analyst/Research
SAP Fiori Developer Analyst,Cairo,Antal International - Eg...,Engineering - Telecom/Technology
SAP ABAP Analyst,Cairo,Antal International - Eg...,Accounting/Finance
SAP ABAP Analyst,Cairo,Antal International - Eg...,IT/Software Development
SAP ABAP Analyst,Cairo,Antal International - Eg...,Engineering - Telecom/Technology
Senior Frontend (React & Vue Js),Cairo,Exacall,Creative/Design/Art
Senior Frontend (React & Vue Js),Cairo,Exacall,IT/Software Development
Senior Frontend (React & Vue Js),Cairo,Exacall,Engineering - Telecom/Technology
Senior Backend Developer (Node Nest.js),Cairo,Exacall,Business Development
Senior Backend Developer (Node Nest.js),Cairo,Exacall,IT/Software Development
Senior Backend Developer (Node Nest.js),Cairo,Exacall,Engineering - Telecom/Technology
Certification Engr II,Cairo,Honeywell International...,IT/Software Development
Certification Engr II,Cairo,Honeywell International...,Project/Program Management
Certification Engr II,Cairo,Honeywell International...,Engineering - Telecom/Technology
Senior React Developer,Cairo,Pure Group,IT/Software Development
Senior Odoo Developer,Cairo,Pure Group,IT/Software Development
Communications Engineer,Giza,EELU,IT/Software Development
Communications Engineer,Giza,EELU,Engineering - Telecom/Technology
Data Engineer-Data Integration,Cairo,IBM WTC Egypt,IT/Software Development
Data Engineer-Data Integration,Cairo,IBM WTC Egypt,Analyst/Research
Data Engineer-Data Integration,Cairo,IBM WTC Egypt,Engineering - Telecom/Technology
GTM SAP DSD Sub-Lead,Cairo,Antal International - Eg...,Accounting/Finance
GTM SAP DSD Sub-Lead,Cairo,Antal International - Eg...,IT/Software Development
GTM SAP DSD Sub-Lead,Cairo,Antal International - Eg...,Sales/Retail
ERP Specialist - Microsoft Dynamics AX2012/365,Giza,Logistica,IT/Software Development
Applications Supervisor,Giza,Logistica,IT/Software Development
Applications Supervisor,Giza,Logistica,Engineering - Telecom/Technology
UI/UX Developer,Cairo,Estafsar,IT/Software Development
UI/UX Developer,Cairo,Estafsar,Engineering - Telecom/Technology
Information Services Administrator,Giza,Xceed Contact Center,IT/Software Development
Information Services Administrator,Giza,Xceed Contact Center,Engineering - Telecom/Technology
NOC Senior Engineer,Giza,Etisalat Egypt,Customer Service/Support
NOC Senior Engineer,Giza,Etisalat Egypt,IT/Software Development
NOC Senior Engineer,Giza,Etisalat Egypt,Engineering - Telecom/Technology
Senior IT Specialist,Cairo,United Group For Enginee...,Installation/Maintenance/Repair
Senior IT Specialist,Cairo,United Group For Enginee...,IT/Software Development
Senior IT Specialist,Cairo,United Group For Enginee...,Engineering - Telecom/Technology
ERP Sales Representative,Verified,Ultimate Academy,IT/Software Development
ERP Sales Representative,Verified,Ultimate Academy,Sales/Retail
Junior Operations Engineer - Network/Cloud,Giza,Link Datacenter,Installation/Maintenance/Repair
Junior Operations Engineer - Network/Cloud,Giza,Link Datacenter,IT/Software Development
Junior Operations Engineer - Network/Cloud,Giza,Link Datacenter,Engineering - Telecom/Technology
Software Quality Control Engineer,Cairo,Link Datacenter,IT/Software Development
Software Quality Control Engineer,Cairo,Link Datacenter,Quality
Software Quality Control Engineer,Cairo,Link Datacenter,Engineering - Telecom/Technology
SOC Analyst,Giza,Link Datacenter,IT/Software Development
SOC Analyst,Giza,Link Datacenter,Analyst/Research
SOC Analyst,Giza,Link Datacenter,Engineering - Telecom/Technology
Senior NET Developer,Giza,WSC,IT/Software Development
Senior Flutter Developer,Cairo,ثقة الانجاز,IT/Software Development
Senior Flutter Developer,Cairo,ثقة الانجاز,Engineering - Telecom/Technology
Senior Quality Control Engineer,Cairo,ثقة الانجاز,IT/Software Development
Senior Quality Control Engineer,Cairo,ثقة الانجاز,Quality
Senior Quality Control Engineer,Cairo,ثقة الانجاز,Engineering - Telecom/Technology
Senior Full Stack Developer,Giza,El-Sewedy Electrometer,IT/Software Development
Senior Full Stack Developer,Giza,El-Sewedy Electrometer,Engineering - Telecom/Technology
Senior Backend Developer,Cairo,ثقة الانجاز,IT/Software Development
Senior Backend Developer,Cairo,ثقة الانجاز,Engineering - Telecom/Technology
Senior Frontend Developer,Cairo,ثقة الانجاز,IT/Software Development
Senior Frontend Developer,Cairo,ثقة الانجاز,Engineering - Telecom/Technology
Laravel Developer,Cairo,CyberX,IT/Software Development
Flutter developer,Cairo,CyberX,IT/Software Development
Vue.JS Frontend Developer,Cairo,CyberX,IT/Software Development
Senior iOS and Flutter Developer,Cairo,Softec Technologies,IT/Software Development
Senior iOS and Flutter Developer,Cairo,Softec Technologies,Engineering - Telecom/Technology
Team Leader Software Tester / Quality Control Engineer,Dakahlia,qTech.,IT/Software Development
Team Leader Software Tester / Quality Control Engineer,Dakahlia,qTech.,Quality
Team Leader Software Tester / Quality Control Engineer,Dakahlia,qTech.,Engineering - Telecom/Technology
Software Engineer,Cairo,AGG information technolo...,IT/Software Development
Software Engineer,Cairo,AGG information technolo...,Engineering - Telecom/Technology
Sr. Devops Engineer,Cairo,waffarha.com,IT/Software Development
Sr. Devops Engineer,Cairo,waffarha.com,Engineering - Telecom/Technology
Technical Support Agent (Fluent English Speaker),Cairo,3D Diagnostix,Customer Service/Support
Technical Support Agent (Fluent English Speaker),Cairo,3D Diagnostix,Installation/Maintenance/Repair
Technical Support Agent (Fluent English Speaker),Cairo,3D Diagnostix,IT/Software Development
Senior Backend Developer,Alexandria,Art Link,IT/Software Development
Senior Application Support Officer,Cairo,El Sewedy Education - Th...,Installation/Maintenance/Repair
Senior Application Support Officer,Cairo,El Sewedy Education - Th...,IT/Software Development
Senior Application Support Officer,Cairo,El Sewedy Education - Th...,Engineering - Telecom/Technology
IT Help Desk,Giza,El Alsson British & Amer...,IT/Software Development
Senior Technical Support Engineer ( French speaker),Cairo,Schneider Electric - Egy...,Installation/Maintenance/Repair
Senior Technical Support Engineer ( French speaker),Cairo,Schneider Electric - Egy...,IT/Software Development
Senior Technical Support Engineer ( French speaker),Cairo,Schneider Electric - Egy...,Engineering - Telecom/Technology
Great Schedule for an Active & Fun-loving Nanny,Alexandria,White House Nannies Inc...,Customer Service/Support
Great Schedule for an Active & Fun-loving Nanny,Alexandria,White House Nannies Inc...,IT/Software Development
Great Schedule for an Active & Fun-loving Nanny,Alexandria,White House Nannies Inc...,Engineering - Telecom/Technology
Specialist Big Data Administrator - SWDC,Cairo,Giza Arabia Systems,Administration
Specialist Big Data Administrator - SWDC,Cairo,Giza Arabia Systems,Human Resources
Specialist Big Data Administrator - SWDC,Cairo,Giza Arabia Systems,IT/Software Development
Site Reliability Engineer Specialist - SWDC,Cairo,Giza Arabia Systems,Engineering - Construction/Civil/Architecture
Site Reliability Engineer Specialist - SWDC,Cairo,Giza Arabia Systems,IT/Software Development
Site Reliability Engineer Specialist - SWDC,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Information Security Manager,Cairo,Antal International - Eg...,Installation/Maintenance/Repair
Information Security Manager,Cairo,Antal International - Eg...,IT/Software Development
Information Security Manager,Cairo,Antal International - Eg...,Engineering - Telecom/Technology
Hardware Partnerships Sales Officer,Cairo,classera,Business Development
Hardware Partnerships Sales Officer,Cairo,classera,IT/Software Development
Hardware Partnerships Sales Officer,Cairo,classera,Sales/Retail
Technical Support Specialist,Giza,Premium Card,IT/Software Development
Technical Support Specialist,Giza,Premium Card,Engineering - Telecom/Technology
IT Administrator,Cairo,Infotech,Installation/Maintenance/Repair
IT Administrator,Cairo,Infotech,IT/Software Development
Technical Projects Coordinator - IT Background,Cairo,Roaya,IT/Software Development
Technical Projects Coordinator - IT Background,Cairo,Roaya,Project/Program Management
Quality Assurance Specialist,Cairo,Lychee Fruit Bar,R&D/Science
Quality Assurance Specialist,Cairo,Lychee Fruit Bar,Manufacturing/Production
Quality Assurance Specialist,Cairo,Lychee Fruit Bar,Quality
